카테고리,전라남도 여수시,전라남도 여수시 돌산읍,전라남도 여수시 돌산읍우두출장소,전라남도 여수시 돌산읍죽포출장소,전라남도 여수시 소라면,전라남도 여수시 율촌면,전라남도 여수시 화양면,전라남도 여수시 남면,전라남도 여수시 화정면,전라남도 여수시 화정면개도출장소,전라남도 여수시 삼산면,전라남도 여수시 동문동,전라남도 여수시 한려동,전라남도 여수시 중앙동,전라남도 여수시 충무동,전라남도 여수시 광림동,전라남도 여수시 서강동,전라남도 여수시 대교동,전라남도 여수시 국동,전라남도 여수시 월호동,전라남도 여수시 여서동,전라남도 여수시 문수동,전라남도 여수시 미평동,전라남도 여수시 둔덕동,전라남도 여수시 만덕동,전라남도 여수시 쌍봉동,전라남도 여수시 시전동,전라남도 여수시 여천동,전라남도 여수시 주삼동,전라남도 여수시 삼일동,전라남도 여수시 묘도동
2021년12월_계_80~89세,"11,312",322,504,247,782,636,680,362,221,107,159,273,218,241,301,353,242,389,485,257,641,609,412,209,390,602,556,609,179,196,130
2021년12월_계_90~99세,"1,724",47,78,46,102,125,119,55,46,21,25,40,22,28,30,46,41,44,48,27,95,115,50,34,56,94,102,108,27,28,25
2021년12월_계_100세 이상,38,1,1,3,6,2,2,0,1,0,2,0,1,0,1,2,0,0,2,2,1,1,0,1,2,5,0,2,0,0,0
2021년12월_남_총인구수,"141,074","1,308","4,487",934,"11,006","3,203","3,278","1,390",663,395,"1,143","2,308","1,525","2,126","1,998","3,066","1,788","2,651","5,606","3,355","9,042","10,516","6,160","5,070","5,283","16,366","19,226","11,158","4,160","1,260",603
2021년12월_남_연령구간인구수,"141,074","1,308","4,487",934,"11,006","3,203","3,278","1,390",663,395,"1,143","2,308","1,525","2,126","1,998","3,066","1,788","2,651","5,606","3,355","9,042","10,516","6,160","5,070","5,283","16,366","19,226","11,158","4,160","1,260",603
2021년12월_남_0~9세,"9,905",23,278,18,"1,138",122,71,26,4,8,23,99,44,69,56,106,60,71,302,201,529,900,297,326,506,"1,257","2,339",541,459,25,7
2021년12월_남_10~19세,"13,234",39,346,32,"1,124",164,140,62,16,21,49,141,94,136,101,158,96,122,454,306,908,"1,100",546,606,495,"1,902","2,441",942,608,63,22
2021년12월_남_20~29세,"18,576",94,431,87,"1,311",266,330,67,28,24,80,261,171,237,196,359,223,240,658,358,"1,369","1,421","1,031",747,594,"2,860","2,483","1,932",477,173,68
2021년12월_남_30~39세,"15,948",82,422,42,"1,337",224,188,81,42,13,88,245,178,170,166,295,158,223,583,324,995,"1,285",659,589,689,"2,010","2,827","1,343",546,103,41
2021년12월_남_40~49세,"21,406",142,732,87,"1,774",465,356,142,64,37,141,332,187,307,273,442,229,384,814,464,"1,310","1,713",913,739,843,"2,509","3,267","1,694",820,144,82
2021년12월_남_50~59세,"25,326",244,786,166,"1,934",597,681,267,107,88,264,353,253,362,356,530,295,465,959,560,"1,573","1,748","1,231",975,761,"3,095","3,260","2,354",635,286,141
2021년12월_남_60~69세,"20,833",312,804,228,"1,460",660,790,338,186,84,276,423,257,408,392,579,339,533,988,654,"1,468","1,428",927,707,752,"1,789","1,797","1,542",336,252,124
2021년12월_남_70~79세,"11,663",245,478,185,640,465,492,273,145,82,157,350,244,335,339,458,280,444,655,379,654,709,433,298,491,744,641,611,217,146,73
2021년12월_남_80~89세,"3,872",116,193,78,267,218,207,122,64,32,61,97,91,96,110,130,101,163,186,104,219,196,117,77,146,191,153,177,58,60,42
2021년12월_남_90~99세,307,11,17,11,20,21,23,12,7,6,3,7,6,6,9,9,7,6,7,5,17,16,6,6,6,9,18,21,4,8,3
2021년12월_남_100세 이상,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021년12월_여_총인구수,"135,688","1,299","4,086",984,"10,520","2,958","3,095","1,348",668,393,888,"2,271","1,546","2,117","1,892","2,861","1,846","2,586","5,534","3,377","9,250","10,388","5,362","5,009","5,214","15,590","19,111","9,953","3,965","1,030",547
2021년12월_여_연령구간인구수,"135,688","1,299","4,086",984,"10,520","2,958","3,095","1,348",668,393,888,"2,271","1,546","2,117","1,892","2,861","1,846","2,586","5,534","3,377","9,250","10,388","5,362","5,009","5,214","15,590","19,111","9,953","3,965","1,030",547
2021년12월_여_0~9세,"9,641",24,241,17,"1,014",111,59,29,7,7,30,117,56,62,35,73,75,87,307,207,557,829,275,334,515,"1,266","2,281",543,451,23,9
2021년12월_여_10~19세,"12,390",43,326,32,"1,066",134,119,57,16,19,36,141,88,119,103,124,116,128,425,293,851,"1,079",485,550,449,"1,798","2,208",959,535,55,36
2021년12월_여_20~29세,"14,097",74,299,61,"1,000",180,214,46,28,19,51,183,177,164,146,265,171,184,490,305,"1,029","1,150",710,624,487,"2,076","2,137","1,299",411,76,41
2021년12월_여_30~39세,"13,716",42,341,38,"1,324",182,152,40,17,11,47,196,122,134,104,205,122,187,446,282,871,"1,151",456,477,646,"1,797","2,873",868,506,62,17
2021년12월_여_40~49세,"19,186",63,526,48,"1,596",239,211,70,22,27,62,212,136,217,158,282,182,216,668,432,"1,303","1,706",745,825,721,"2,658","3,463","1,458",813,96,31
2021년12월_여_50~59세,"22,814",202,617,140,"1,820",388,491,164,78,47,169,320,199,324,262,459,275,348,979,559,"1,710","1,665","1,008",960,748,"2,901","3,138","2,113",472,172,86
2021년12월_여_60~69세,"21,486",295,822,233,"1,321",630,646,311,139,81,225,502,313,529,444,673,438,661,"1,152",712,"1,649","1,470",821,741,852,"1,813","1,832","1,482",381,216,102
2021년12월_여_70~79세,"13,467",313,541,208,777,571,632,348,164,92,147,391,311,401,427,518,292,511,725,410,779,825,523,337,500,780,692,711,252,174,115
2021년12월_여_80~89세,"7,440",206,311,169,515,418,473,240,157,75,98,176,127,145,191,223,141,226,299,153,422,413,295,132,244,411,403,432,121,136,88
2021년12월_여_90~99세,"1,417",36,61,35,82,104,96,43,39,15,22,33,16,22,21,37,34,38,41,22,78,99,44,28,50,85,84,87,23,20,22
2021년12월_여_100세 이상,34,1,1,3,5,1,2,0,1,0,1,0,1,0,1,2,0,0,2,2,1,1,0,1,2,5,0,1,0,0,0
